@RELATION tweets

@ATTRIBUTE tweet string
@ATTRIBUTE class {0,1}

@DATA
'@gyeomiem eu queria meme sadamo sofrer', 0
'RT @BaiLinhaeCruza: Divulgação de Informação privilegiada num canal do clube o quê? Oh wait... quem divulgou nada tem a ver com a SAD! http…', 0
'já que estou twittando essa manhã venho dizer algo kinda sad, acho que vou morrer virgem ', 0
'@Shinieder1 To na msm se quiseem me ajudar tbm aceito.', 0
'pensei em cancelar tudo hoje pq não consegui fazer a rezerva mas a vontade de morrer comendo fala mais alto', 0
'@HatersMicao Aquele filme e supimpa ksskskk', 0
'@KusterProfessor @HatersMicao Ele ta precisando de umas aulas de anime professor  ksksksksksks', 0
'RT @tiasuzii: Tou mm sensivel e sad hj mandem msg fofinhas', 0
'O gatinho pelado seria o único que nao me daria alergia. Sad but true', 0
'sua carolina', 0
'RT @raqslopes: Tenho tanto filme para ver e tão pouco tempo, sad', 0
'RT @iaracarinhaa: Quando me mandam o primeiro fico bué sad atoa ', 0
'RT @BaiLinhaeCruza: Divulgação de Informação privilegiada num canal do clube o quê? Oh wait... quem divulgou nada tem a ver com a SAD! http…', 0
'@dorito_sad @ama_nada1 Eu vi tanto esse meme que achei que fosse o Will Smith', 0
'não me lembre desses detalhes this is so SAD. ', 0
'RT @BancadaDragao: 1. Já passaram 10 horas desde que foi conhecida a decisão em que o FC Porto foi considerado parcialmente culpado no caso…', 0
'RT @BaiLinhaeCruza: Divulgação de Informação privilegiada num canal do clube o quê? Oh wait... quem divulgou nada tem a ver com a SAD! http…', 0
'Tenho tanto filme para ver e tão pouco tempo, sad', 0
'RT @BaiLinhaeCruza: Divulgação de Informação privilegiada num canal do clube o quê? Oh wait... quem divulgou nada tem a ver com a SAD! http…', 0
'RT @iaracarinhaa: Quando me mandam o primeiro fico bué sad atoa ', 0
'RT @BaiLinhaeCruza: Divulgação de Informação privilegiada num canal do clube o quê? Oh wait... quem divulgou nada tem a ver com a SAD! http…', 0
'RT @BaiLinhaeCruza: Divulgação de Informação privilegiada num canal do clube o quê? Oh wait... quem divulgou nada tem a ver com a SAD! http…', 0
'O Salvio pediu 2.93 milhões de euros p/ ano à SAD e não pensaram duas vezes. Os da formação, jogadores essenciais,… ', 0
'aff geralmente em dias nublados fico meio sad', 0
'@Evenenoo Eu tinha um do pateta lembra?', 0
'RT @pfbraganca: É como jogar no totobola à segunda, mas penso que o FC Porto devia ter pedido o afastamento do juiz. Não por ser assumido b…', 0
'RT @pfbraganca: É como jogar no totobola à segunda, mas penso que o FC Porto devia ter pedido o afastamento do juiz. Não por ser assumido b…', 0
'@tiredandteny Convenhamos que de tarde a festa estava bem chata. Tanto é que fiquei sad e com dor de cabeça, porém… ', 0
'RT @BaiLinhaeCruza: Divulgação de Informação privilegiada num canal do clube o quê? Oh wait... quem divulgou nada tem a ver com a SAD! http…', 0
'RT @suacruizy: nessas horas eu só queria alguém pra falar putaria e mandar nudes (e num futuro bem próximo colocar em prática tudo que foi…', 0
'RT @mariiainess5: Fiquei sad admito', 0
'eu indo mais um sábado p aula sem meu bonde #sad', 0
'@stu_basso nada men eh q essa musica eh sad ai n tinha meme melhor pra manda salvo aqui..', 0
'RT @BancadaDragao: 8. Na ausência de uma posição forte e intransigente dos responsáveis do @FCPorto e da FC Porto SAD, a Bancada Dragão ins…', 0
'RT @serginiprt: Gostava de saber as providências tomadas pela @FCPorto SAD junto dos organismos que regem o Futebol Português, agora que es…', 0
'RT @BaiLinhaeCruza: Divulgação de Informação privilegiada num canal do clube o quê? Oh wait... quem divulgou nada tem a ver com a SAD! http…', 0
'Gostava de saber as providências tomadas pela @FCPorto SAD junto dos organismos que regem o Futebol Português, agor… ', 0
'@Sad___person Guardiões da galáxia', 0
'RT @iaracarinhaa: Quando me mandam o primeiro fico bué sad atoa ', 0
'RT @BaiLinhaeCruza: Divulgação de Informação privilegiada num canal do clube o quê? Oh wait... quem divulgou nada tem a ver com a SAD! http…', 0
'@FranciscoMarkes Para quando uma reação da SAD? Precisamos de uma posição forte perante esta pouca vergonha. Enquan… ', 0
'Bom dia ouvindo a musica que a @estefany_hinkel me mostrou, sad', 0
'Quando me mandam o primeiro fico bué sad atoa ', 0
'@woojinis AAAAAA SHUTUPPS JABSUSHSNKAOI im sad', 0
'RT @enzszsz: ninguem:os gatos transando no telhado de madrugada:', 0
'@sad_madhatterx Ai essa ta doendo, vamo mudar', 0
'RT @IATodayBR: Algumas informações sobre o In My Defense:• Terá 13 faixas ao total.• A rapper Kash Doll estará no álbum, na faixa Fuc…', 0
'@udovica_v @4710N Jbt nemo sad da ti rovim po dm 😂🤣😂🤣😂😂', 0
'O Futebol Português neste momento É isto. #sad #threadhorror ', 0
'RT @BaiLinhaeCruza: Divulgação de Informação privilegiada num canal do clube o quê? Oh wait... quem divulgou nada tem a ver com a SAD! http…', 0
'RT @BaiLinhaeCruza: Divulgação de Informação privilegiada num canal do clube o quê? Oh wait... quem divulgou nada tem a ver com a SAD! http…', 0
'Eita', 0
'im feeling kinda sad porque sonhei bué com o meu irmão hoje', 0
'RT @knjsparadise_: IM SO FCKIBG SAD ', 0
'@senjuslut Olha q daoha ', 0
'RT @iamladyspidey: Suddently sad pq minha formatura foi cancelada ', 0
'@Tiolee0 Filme d+Qual deles está vendo?', 0
'@Sad___person Assistindo guardiões da galáxia', 0
'man fico sempre sem isqueiros sad', 0
'Vou de jardineira para o trampo e não tô nem aí', 0
'7 professores que têm meu coração: naihara: química shirlei: matemática alexandre: sociologia daniela: filosof… ', 0
'@Tiolee0 Nada demais e vc?', 0
'RT @opiatres6: pra incentivar a criança a se alimentar beme pra incentvar o jovem q ta vendo anime a 16 horas seguidas a se alimentar DE…', 0
'@sad_guapa O presidente do real é o clube, já há vários anos', 0
'Vai pra casa do caralho mas volta logo', 0
'Oi, eu sou o Rao e vc ta assistindo o Disney Channel caralho ', 0
'Desperdice hoje que amanhã cê passa fomeSem trocadilho, mas no escuro é os nosso que someMC é o caralho, eu sou s… ', 0
'caralho eu nunca estive tão chapada em toda minha vida eu juro por Deus', 0
'quero ar condicionado quero ar condicionado tá calor p caralho', 0
'Caralho ontem fui dormir pensando q tava com conjuntivites daí hj meu olho amanheceu normal  graças a god', 0
'Vamos gabaritar esse caralho 👏🏻👏🏻👏🏻🤓', 0
'RT @gaypixar: caralho netflix que trailer é esse????? #DemocraciaemVertigem ', 0
'caralho to viciado e comprar curso da udemy', 0
'olha a porra do caralho da hora que eu acordo em pleno sábado', 0
'RT @fofoxsportis: “Esse velho do Tite é um paneleiro do caralho, só leva quem jogou no Corinthians, vai fazer panela na casa do caralho.”…', 0
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 0
'RT @fordowneyjr: o robert downey jr improvisou toda essa cena. ele foi INCRÍVEL. vcs tem noção que ele trouxe toda a carga dramática de 10…', 0
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 0
'RT @Filho_Falando1: — ROLA O BISCOITO — TOMA — CARALHO, SÓ UM ? DOIS DE COMANDO — TOMA, CARALHO VCS SÃO OLHUDO MANÉ, TOMAR NO CU', 0
'CARALHO MEU CASAL ', 0
'RT @gaypixar: caralho netflix que trailer é esse????? #DemocraciaemVertigem ', 0
'RT @ptfichanelass7: vocês afirmam tanto que a marquezine era o amor da vida dele e os caralho a 4 com base em que? conhecem ela? vocês namo…', 0
'RT @theumilk99: a praia é um fenomeno curioso.a praia cansa mesmo muito, mesmo nao tendo feito um caralho ', 0
'vai se fuder, quando eu volto c os sentimentos me autosaboto pra caralho kkkkkk here we go again.', 0
'q noite horrível caralho', 0
'CARALHO EU ODEIO TER O MSM GOSTO MUSICAL DO MEU EX', 0
'Caralho ando tendo uns sonhos Muito louco mas o de hj foi o auge KKKKKKKK', 0
'RT @JuAngelica13: parabéns p mim ❤️ ', 0
'RT @gaypixar: caralho netflix que trailer é esse????? #DemocraciaemVertigem ', 0
'Que tensão do caralho', 0
'RT @inb4Imfamous: OMG ELES NAMORAM EU NAO FAZIA IDEIA CARALHO ', 0
'RT @prayjinnie: CARALHO COMO VCS N TEM TESAO NO SEOKJIN???? VIADO EU MORRO DE VONTADE DE CAVALGAR NAQUELE GOSTOSO DO CARALHO, FILHO DA PUTA…', 0
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 0
'RT @soares1413: Eu juro que só tenho pena de quem me perdeu porque eu sou uma gaja do CARALHO', 0
'RT @IandeAlbuquerq: ei, não se esqueça: você é incrível pra porravocê intensamente fodacapaz de alcançar o que desejaporque você tem fo…', 0
'RT @UROCHl: São coisas pequenas, mas magoam a gente pra caralho', 0
'EU VOU DESATIVAR NESSE CARALHO  ', 0
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 0
'caralho dia 12 é quarta pensei q era terça, deus é maaaais kk ganhei um dia', 0
'RT @pierrevaga: Caralho viado, a Raiza (a loira) do nada sumiu do vídeo ', 0
'CARALHO MUITO LINDA VIADO ', 0
'Minha mãe tá me obrigando comprar,eeee caralho ', 0
'namoral música boa do caralho', 0
'RT @childishleoh: um quadrado não tem catetos burra do caralho ', 0
'RT @Myllena52016068: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma con…', 0
'RT @nowbeyo: e a minha escola que inventou uma regra que se voce faltar uma prova voce tem que pagar 30 REAIS pra refazer ela????? e ainda…', 0
'Qual o nome da doença que a pessoa vacila pra caralho contigo e tu ainda tem saudade ?', 0
'RT @andre_mateus18: Presenciar uma cena destas deve ser do caralho ', 0
'50 o caralho ', 0
'RT @Diiva2207: CARALHO não escondam oq sentem pfv demonstrem logooo pq depois fica tarde e fodem se', 0
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 0
'RT @childishleoh: um quadrado não tem catetos burra do caralho ', 0
'RT @UROCHl: São coisas pequenas, mas magoam a gente pra caralho', 0
'RT @CobalionHK: namorar cmg tu não quer né sua ruim do caralho', 0
'RT @gaypixar: caralho netflix que trailer é esse????? #DemocraciaemVertigem ', 0
'RT @everton_mapeli: Que tesão do caralho 😋😈 ', 0
'Caralho mano to feliz pra porra', 0
'RT @_gato1906_: Qual caramba, aqui diz-se CARALHO PÁ FODA-SE ', 0
'RT @partiacabeca: O CALIFORNICATION FAZ 20 ANOS, VÃO OUVI LO CARALHO É o álbum que marca o regresso do John Frusciante à banda e dá início…', 0
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 0
'RT @theumilk99: a praia é um fenomeno curioso.a praia cansa mesmo muito, mesmo nao tendo feito um caralho ', 0
'RT @patrick2santos: perdi o jogo 4 das finais da nba pensando q era amanhã, agora to puto, bebado e feliz p caralho 3x1 toronto, pau no cu…', 0
'depois de ontem to me sentindo bem p caralho, MUITA gratidão pelos pais que eu tenho ♥️😭', 0
'RT @IandeAlbuquerq: ei, não se esqueça: você é incrível pra porravocê intensamente fodacapaz de alcançar o que desejaporque você tem fo…', 0
'RT @Terrord4las1: tá é o caralho, conversa direito comigo.', 0
'RT @luanagomess_9: Caralho que susto fds ', 0
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 0
'há uma semana eu achava que eu tinha escapado da gripe. pois ela veio com tudo me dando um pisão. mas eu, literalme… ', 0
'Ser torcedor do Vasco é bom pra caralho bem sofrido também, mas é pura paixão. Bom dia ❤️ ahshshzhhsxgxg', 0
'RT @gaypixar: caralho netflix que trailer é esse????? #DemocraciaemVertigem ', 0
'Bom dia é o caralho, vai se fuder bando de poc :C', 0
'RT @theumilk99: a praia é um fenomeno curioso.a praia cansa mesmo muito, mesmo nao tendo feito um caralho ', 0
'legal que a sofia me acorda cedo pra caralho no MEU DIA', 0
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 0
'RT @soproibidaotd2: Ele é foda 😂😂😂😂@McPozedorodoEssa porra aqui é o rodo caralho kkkkkkkk ', 0
'cade o caralho do brt meu pai', 0
'RT @LJoga: Eu já fui muito inseguro com o meu corpitcho e me achava um merda por ser gordo.É a primeira vez que eu me sinto 100% seguro p…', 0
'RT @dvd_crf: tem coisas que eu fico pensando caralho, eu mereço passar por essas situações mesmo?', 0
'@sonyasousa04 @guilhermefcp8 E também podes ir para o caralho elfo', 0
'caralho kkkkk', 0
'@poraCarol LINDA DO CARALHO', 0
'RT @ataocarol: caralho vocês tão a dizer que se vissem o vosso filho assim iam ter vergonha kkk mano, se eu visse assim o meu filho ia pedi…', 0
'RT @IandeAlbuquerq: ei, não se esqueça: você é incrível pra porravocê intensamente fodacapaz de alcançar o que desejaporque você tem fo…', 0
'rinite do caralho', 0
'RT @2kauxxxx: me sentindo uma filha da puta insuficiente do caralho', 0
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 0
'RT @lauidmvieira: Mas qual é a comichão que isto vos faz? Não gostam nem eram capazes de fazer, bom para vocês. Não façam. Se ele gosta, qu…', 0
'nunca mais vou na jump, festa faiada do caralho', 0
'Caralho Kim Jisoo, eu só acordei ', 0
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 0
'RT @luanagomess_9: Caralho que susto fds ', 0
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 0
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 0
'ganhei a blusa azul do fluminense de presente de aniversario adiantado da minha mae e ja to usando, porra de blusa linda do caralho aaaaa', 0
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 0
'RT @soares1413: Eu juro que só tenho pena de quem me perdeu porque eu sou uma gaja do CARALHO', 0
'RT @IandeAlbuquerq: ei, não se esqueça: você é incrível pra porravocê intensamente fodacapaz de alcançar o que desejaporque você tem fo…', 0
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 0
'RT @ggukfame: cARALHO O BTS PRATICAMENTE CONFIRMOU UMA NOVA TOUR EM 2020 ', 0
'RT @disseputa: ranço de ex é o caralho deu mole a gente pega de novo', 0
'RT @laradsfs: Caralho, tenho um insta pela primeira vez em anos, partilhem aí o vosso. ', 0
'RT @JoojDaex: EU GOSTO DE FRIO MESMO PARA DE ENCHER MEU SACO PORRA, FODA-SE SE É RUIM TOMAR BANHO NO FRIO OU O CARALHO EU GOSTO MESMO ASSIM…', 0
'RT @ataocarol: caralho vocês tão a dizer que se vissem o vosso filho assim iam ter vergonha kkk mano, se eu visse assim o meu filho ia pedi…', 0
'RT @angelasabatista: Caralho já só me falta uma frequência!!!', 0
'Vai pra casa do caralho mas volta logo', 1
'Oi, eu sou o Rao e vc ta assistindo o Disney Channel caralho ', 1
'Desperdice hoje que amanhã cê passa fomeSem trocadilho, mas no escuro é os nosso que someMC é o caralho, eu sou s… ', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'caralho eu nunca estive tão chapada em toda minha vida eu juro por Deus', 1
'quero ar condicionado quero ar condicionado tá calor p caralho', 1
'Caralho ontem fui dormir pensando q tava com conjuntivites daí hj meu olho amanheceu normal  graças a god', 1
'Vamos gabaritar esse caralho 👏🏻👏🏻👏🏻🤓', 1
'RT @gaypixar: caralho netflix que trailer é esse????? #DemocraciaemVertigem ', 1
'caralho to viciado e comprar curso da udemy', 1
'olha a porra do caralho da hora que eu acordo em pleno sábado', 1
'RT @fofoxsportis: “Esse velho do Tite é um paneleiro do caralho, só leva quem jogou no Corinthians, vai fazer panela na casa do caralho.”…', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'RT @fordowneyjr: o robert downey jr improvisou toda essa cena. ele foi INCRÍVEL. vcs tem noção que ele trouxe toda a carga dramática de 10…', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'RT @Filho_Falando1: — ROLA O BISCOITO — TOMA — CARALHO, SÓ UM ? DOIS DE COMANDO — TOMA, CARALHO VCS SÃO OLHUDO MANÉ, TOMAR NO CU', 1
'CARALHO MEU CASAL ', 1
'RT @gaypixar: caralho netflix que trailer é esse????? #DemocraciaemVertigem ', 1
'RT @ptfichanelass7: vocês afirmam tanto que a marquezine era o amor da vida dele e os caralho a 4 com base em que? conhecem ela? vocês namo…', 1
'RT @theumilk99: a praia é um fenomeno curioso.a praia cansa mesmo muito, mesmo nao tendo feito um caralho ', 1
'vai se fuder, quando eu volto c os sentimentos me autosaboto pra caralho kkkkkk here we go again.', 1
'q noite horrível caralho', 1
'CARALHO EU ODEIO TER O MSM GOSTO MUSICAL DO MEU EX', 1
'Caralho ando tendo uns sonhos Muito louco mas o de hj foi o auge KKKKKKKK', 1
'RT @JuAngelica13: parabéns p mim ❤️ ', 1
'RT @gaypixar: caralho netflix que trailer é esse????? #DemocraciaemVertigem ', 1
'Que tensão do caralho', 1
'RT @inb4Imfamous: OMG ELES NAMORAM EU NAO FAZIA IDEIA CARALHO ', 1
'RT @prayjinnie: CARALHO COMO VCS N TEM TESAO NO SEOKJIN???? VIADO EU MORRO DE VONTADE DE CAVALGAR NAQUELE GOSTOSO DO CARALHO, FILHO DA PUTA…', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'RT @soares1413: Eu juro que só tenho pena de quem me perdeu porque eu sou uma gaja do CARALHO', 1
'RT @IandeAlbuquerq: ei, não se esqueça: você é incrível pra porravocê intensamente fodacapaz de alcançar o que desejaporque você tem fo…', 1
'RT @UROCHl: São coisas pequenas, mas magoam a gente pra caralho', 1
'EU VOU DESATIVAR NESSE CARALHO  ', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'caralho dia 12 é quarta pensei q era terça, deus é maaaais kk ganhei um dia', 1
'RT @pierrevaga: Caralho viado, a Raiza (a loira) do nada sumiu do vídeo ', 1
'CARALHO MUITO LINDA VIADO ', 1
'Minha mãe tá me obrigando comprar,eeee caralho ', 1
'namoral música boa do caralho', 1
'RT @childishleoh: um quadrado não tem catetos burra do caralho ', 1
'RT @Myllena52016068: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma con…', 1
'RT @nowbeyo: e a minha escola que inventou uma regra que se voce faltar uma prova voce tem que pagar 30 REAIS pra refazer ela????? e ainda…', 1
'Qual o nome da doença que a pessoa vacila pra caralho contigo e tu ainda tem saudade ?', 1
'RT @andre_mateus18: Presenciar uma cena destas deve ser do caralho ', 1
'50 o caralho ', 1
'RT @Diiva2207: CARALHO não escondam oq sentem pfv demonstrem logooo pq depois fica tarde e fodem se', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'RT @childishleoh: um quadrado não tem catetos burra do caralho ', 1
'RT @UROCHl: São coisas pequenas, mas magoam a gente pra caralho', 1
'RT @CobalionHK: namorar cmg tu não quer né sua ruim do caralho', 1
'RT @gaypixar: caralho netflix que trailer é esse????? #DemocraciaemVertigem ', 1
'RT @everton_mapeli: Que tesão do caralho 😋😈 ', 1
'Caralho mano to feliz pra porra', 1
'RT @_gato1906_: Qual caramba, aqui diz-se CARALHO PÁ FODA-SE ', 1
'RT @partiacabeca: O CALIFORNICATION FAZ 20 ANOS, VÃO OUVI LO CARALHO É o álbum que marca o regresso do John Frusciante à banda e dá início…', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'RT @theumilk99: a praia é um fenomeno curioso.a praia cansa mesmo muito, mesmo nao tendo feito um caralho ', 1
'RT @patrick2santos: perdi o jogo 4 das finais da nba pensando q era amanhã, agora to puto, bebado e feliz p caralho 3x1 toronto, pau no cu…', 1
'depois de ontem to me sentindo bem p caralho, MUITA gratidão pelos pais que eu tenho ♥️😭', 1
'RT @IandeAlbuquerq: ei, não se esqueça: você é incrível pra porravocê intensamente fodacapaz de alcançar o que desejaporque você tem fo…', 1
'RT @Terrord4las1: tá é o caralho, conversa direito comigo.', 1
'RT @luanagomess_9: Caralho que susto fds ', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'há uma semana eu achava que eu tinha escapado da gripe. pois ela veio com tudo me dando um pisão. mas eu, literalme… ', 1
'Ser torcedor do Vasco é bom pra caralho bem sofrido também, mas é pura paixão. Bom dia ❤️ ahshshzhhsxgxg', 1
'RT @gaypixar: caralho netflix que trailer é esse????? #DemocraciaemVertigem ', 1
'Bom dia é o caralho, vai se fuder bando de poc :C', 1
'RT @theumilk99: a praia é um fenomeno curioso.a praia cansa mesmo muito, mesmo nao tendo feito um caralho ', 1
'legal que a sofia me acorda cedo pra caralho no MEU DIA', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'RT @soproibidaotd2: Ele é foda 😂😂😂😂@McPozedorodoEssa porra aqui é o rodo caralho kkkkkkkk ', 1
'cade o caralho do brt meu pai', 1
'RT @LJoga: Eu já fui muito inseguro com o meu corpitcho e me achava um merda por ser gordo.É a primeira vez que eu me sinto 100% seguro p…', 1
'RT @dvd_crf: tem coisas que eu fico pensando caralho, eu mereço passar por essas situações mesmo?', 1
'@sonyasousa04 @guilhermefcp8 E também podes ir para o caralho elfo', 1
'caralho kkkkk', 1
'@poraCarol LINDA DO CARALHO', 1
'RT @ataocarol: caralho vocês tão a dizer que se vissem o vosso filho assim iam ter vergonha kkk mano, se eu visse assim o meu filho ia pedi…', 1
'RT @IandeAlbuquerq: ei, não se esqueça: você é incrível pra porravocê intensamente fodacapaz de alcançar o que desejaporque você tem fo…', 1
'rinite do caralho', 1
'RT @2kauxxxx: me sentindo uma filha da puta insuficiente do caralho', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'RT @lauidmvieira: Mas qual é a comichão que isto vos faz? Não gostam nem eram capazes de fazer, bom para vocês. Não façam. Se ele gosta, qu…', 1
'nunca mais vou na jump, festa faiada do caralho', 1
'Caralho Kim Jisoo, eu só acordei ', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'RT @luanagomess_9: Caralho que susto fds ', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'ganhei a blusa azul do fluminense de presente de aniversario adiantado da minha mae e ja to usando, porra de blusa linda do caralho aaaaa', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'RT @soares1413: Eu juro que só tenho pena de quem me perdeu porque eu sou uma gaja do CARALHO', 1
'RT @IandeAlbuquerq: ei, não se esqueça: você é incrível pra porravocê intensamente fodacapaz de alcançar o que desejaporque você tem fo…', 1
'RT @ewiialves: apanhei igual um caralho em quesito de amizade pra poder tomar vergonha na cara e aprender que ninguém tem a mesma considera…', 1
'RT @ggukfame: cARALHO O BTS PRATICAMENTE CONFIRMOU UMA NOVA TOUR EM 2020 ', 1
'RT @disseputa: ranço de ex é o caralho deu mole a gente pega de novo', 1
'RT @laradsfs: Caralho, tenho um insta pela primeira vez em anos, partilhem aí o vosso. ', 1
'RT @JoojDaex: EU GOSTO DE FRIO MESMO PARA DE ENCHER MEU SACO PORRA, FODA-SE SE É RUIM TOMAR BANHO NO FRIO OU O CARALHO EU GOSTO MESMO ASSIM…', 1
'RT @ataocarol: caralho vocês tão a dizer que se vissem o vosso filho assim iam ter vergonha kkk mano, se eu visse assim o meu filho ia pedi…', 1
'Lobão, o roqueiro raiz  pergunta: como apoiar um governo tão brega e tosco? Hoje pela manhã conversei com o velho L… ', 0
'RT @destacou: esperava mais de você eu também esperava mais de mim, não é só você que está decepcionado não', 0
'RT @destacou: esperava mais de você eu também esperava mais de mim, não é só você que está decepcionado não', 0
'RT @destacou: esperava mais de você eu também esperava mais de mim, não é só você que está decepcionado não', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
'Foi beeeem pejorativo sim, decepcionado com a senhora Namaria ', 0
'@cardosismo E a gente decepcionado com o Fagner, da entrevista onde?', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
'gente eu to feliz com essa segunda prévia de Faz Gostoso, primeiro fiquei decepcionado por se tratar de um cover,… ', 0
'RT @V_basso11: Decepcionado, porém nem um pouco surpreso', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
'RT @euotrouxa: rt se vc ta tristeta com raivata no tediota exaustota carenteta decepcionadota magoadota pra baixota cansado desse…', 0
'Bonito de se ver é a cara de decepcionado do meu chefe por eu ter chegado uma hora e meia antes do meu horário', 0
'Meu sobrinho me falou agora que o jornal falou que hoje iria fazer calor e amanhã frio. Tá decepcionado que erraram… ', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
'Fiquei decepcionado ontem ao concluir uma dúvida que eu tinha.', 0
'Não crie expectativas , ser surpreendido é bem melhor que ser decepcionado 😊', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
'tô mto decepcionado com a minha própria hipocrisia kk', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
'RT @destacou: esperava mais de você eu também esperava mais de mim, não é só você que está decepcionado não', 0
'@Sabino_Smash Eu entendo perfeitamente como é, ainda mais que eu só enxergo definido até 3 palmos. Já tentei migrar… ', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
'Decepcionado por vir a Festa-pão de nilópolis e não ver a cesta de pão gratuito para a galera necessitada. Espero q… ', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
'@dox3mg @carnemotopequi @cabojunioamaral Se conhecesse melhor Jesus vc ficaria decepcionado.', 0
'@MarceloRoseira3 @jairbolsonaro Completamente decepcionado, porque tua questão individual ainda não foi resolvida, isso mesmo?', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
'RT @destacou: esperava mais de você eu também esperava mais de mim, não é só você que está decepcionado não', 0
'@_YagoShow De alguma forma eu tinha queblhe acordar,porem vc nem apareceu,fiquei decepcionado com minha incapacidad… ', 0
'RT @Lucaschaoandre: tô decepcionado com tanta coisa...', 0
